Argument,Execution Time (s),Standard Deviation (s),Standard Deviation (%)
16,0.0008502,1.19e-05,1.41
32,0.0015574,1.26e-05,0.81
64,0.004137,1.72e-05,0.42
128,0.0141795,3.47e-05,0.24
256,0.0536431,8.95e-05,0.17
512,0.209786,0.000512,0.24
1024,0.83012,0.00112,0.13
2048,3.31568,0.00355,0.11
4096,13.28644,0.00728,0.05
8192,52.8949,0.0439,0.08
