Argument,Execution Time (s),Standard Deviation (s),Standard Deviation (%)
16,0.001122,4.74e-05,4.23
32,0.0019999,5.98e-05,2.99
64,0.005198,0.000135,2.6
128,0.017149,0.000172,1.0
256,0.063887,0.000357,0.56
512,0.249412,0.000394,0.16
1024,0.993947,0.000694,0.07
2048,3.97387,0.0025,0.06
4096,15.7832,0.0108,0.07
8192,63.1895,0.0468,0.07
